month,date,year,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,percent_4hr_target_achieved
200708,2007-08-01,2007,S92000003,S08000022,C121H,Emergency Department,631,NA,z,629,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.68304278922345
200708,2007-08-01,2007,S92000003,S08000022,C122H,Minor Injury Unit or Other,250,NA,z,249,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.6
200708,2007-08-01,2007,S92000003,S08000022,H101H,Minor Injury Unit or Other,228,NA,z,227,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.56140350877193
200708,2007-08-01,2007,S92000003,S08000022,H103H,Emergency Department,578,NA,z,573,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.13494809688581
200708,2007-08-01,2007,S92000003,S08000022,H106H,Minor Injury Unit or Other,66,NA,z,66,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200708,2007-08-01,2007,S92000003,S08000022,H202H,Emergency Department,2805,2805,NA,2717,2717,NA,578,NA,4,NA,2167,NA,1,NA,55,NA,3,NA,0,NA,96.86274509803921
200708,2007-08-01,2007,S92000003,S08000022,H208H,Minor Injury Unit or Other,283,NA,z,281,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.29328621908127
200708,2007-08-01,2007,S92000003,S08000022,H210H,Minor Injury Unit or Other,107,NA,z,107,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200708,2007-08-01,2007,S92000003,S08000022,H212H,Emergency Department,936,NA,z,921,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.3974358974359
200708,2007-08-01,2007,S92000003,S08000022,H214H,Minor Injury Unit or Other,304,NA,z,287,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,94.4078947368421
200708,2007-08-01,2007,S92000003,S08000022,H215H,Minor Injury Unit or Other,150,NA,z,146,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.33333333333334
200708,2007-08-01,2007,S92000003,S08000022,H217H,Minor Injury Unit or Other,225,NA,z,225,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200708,2007-08-01,2007,S92000003,S08000022,H219H,Minor Injury Unit or Other,104,NA,z,103,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.03846153846155
200708,2007-08-01,2007,S92000003,S08000022,H227B,Minor Injury Unit or Other,218,NA,z,218,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200708,2007-08-01,2007,S92000003,S08000032,L106H,Emergency Department,5692,5692,NA,5498,5498,NA,1668,NA,3,NA,3969,NA,25,NA,27,NA,6,NA,0,NA,96.5917076598735
200708,2007-08-01,2007,S92000003,S08000032,L206H,Minor Injury Unit or Other,174,NA,z,174,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200708,2007-08-01,2007,S92000003,S08000032,L207H,Minor Injury Unit or Other,140,NA,z,140,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200708,2007-08-01,2007,S92000003,S08000032,L302H,Emergency Department,4833,4833,NA,4717,4717,NA,1059,NA,10,NA,3717,NA,15,NA,32,NA,20,NA,6,NA,97.59983447134285
200708,2007-08-01,2007,S92000003,S08000032,L308H,Emergency Department,5614,5614,NA,5531,5531,NA,1298,NA,5,NA,4267,NA,23,NA,21,NA,2,NA,0,NA,98.52155325970787
200708,2007-08-01,2007,S92000003,S08000024,S116H,Minor Injury Unit or Other,2972,2972,NA,2784,2784,NA,907,NA,2,NA,2060,NA,3,NA,0,NA,8,NA,0,NA,93.67429340511441
200708,2007-08-01,2007,S92000003,S08000024,S308H,Emergency Department,4036,4036,NA,3912,3912,NA,763,NA,4,NA,2912,NA,123,NA,234,NA,1,NA,0,NA,96.92765113974232
200708,2007-08-01,2007,S92000003,S08000024,S314H,Emergency Department,9473,9473,NA,8620,8620,NA,2759,NA,18,NA,6526,NA,170,NA,0,NA,56,NA,1,NA,90.99546078327879
200708,2007-08-01,2007,S92000003,S08000024,S319H,Emergency Department,2875,2875,NA,2847,2847,NA,461,NA,0,NA,2410,NA,4,NA,0,NA,0,NA,0,NA,99.02608695652174
200708,2007-08-01,2007,S92000003,S08000025,R103H,Minor Injury Unit or Other,237,NA,z,237,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200708,2007-08-01,2007,S92000003,S08000026,Z102H,Emergency Department,745,745,NA,727,727,NA,140,NA,0,NA,568,NA,5,NA,32,NA,1,NA,1,NA,97.58389261744966
200708,2007-08-01,2007,S92000003,S08000030,T101H,Emergency Department,4072,4072,NA,4040,4040,NA,938,NA,11,NA,3090,NA,33,NA,0,NA,1,NA,0,NA,99.21414538310412
200708,2007-08-01,2007,S92000003,S08000030,T202H,Emergency Department,2300,2300,NA,2281,2281,NA,387,NA,0,NA,1769,NA,45,NA,99,NA,0,NA,0,NA,99.17391304347825
200708,2007-08-01,2007,S92000003,S08000030,T208H,Minor Injury Unit or Other,63,63,NA,63,63,NA,0,NA,0,NA,63,NA,0,NA,0,NA,0,NA,0,NA,100
200708,2007-08-01,2007,S92000003,S08000030,T209H,Minor Injury Unit or Other,147,147,NA,145,145,NA,7,NA,0,NA,140,NA,0,NA,0,NA,0,NA,0,NA,98.63945578231292
200708,2007-08-01,2007,S92000003,S08000030,T304H,Minor Injury Unit or Other,700,700,NA,699,699,NA,43,NA,0,NA,657,NA,0,NA,0,NA,0,NA,0,NA,99.85714285714286
200708,2007-08-01,2007,S92000003,S08000030,T305H,Minor Injury Unit or Other,146,146,NA,146,146,NA,4,NA,0,NA,140,NA,2,NA,0,NA,0,NA,0,NA,100
200708,2007-08-01,2007,S92000003,S08000030,T319H,Minor Injury Unit or Other,422,422,NA,422,422,NA,14,NA,0,NA,407,NA,1,NA,0,NA,0,NA,0,NA,100
200708,2007-08-01,2007,S92000003,S08000030,T357C,Minor Injury Unit or Other,334,334,NA,334,334,NA,19,NA,0,NA,307,NA,8,NA,0,NA,0,NA,0,NA,100
200708,2007-08-01,2007,S92000003,S08000028,W106H,Minor Injury Unit or Other,36,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.22222222222221
200708,2007-08-01,2007,S92000003,S08000028,W107H,Emergency Department,767,767,NA,742,742,NA,180,NA,0,NA,584,NA,1,NA,2,NA,0,NA,0,NA,96.74054758800521
200708,2007-08-01,2007,S92000003,S08000028,W108H,Minor Injury Unit or Other,112,NA,z,112,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000015,A101H,Minor Injury Unit or Other,173,NA,z,173,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000015,A111H,Emergency Department,5499,5499,NA,5426,5426,NA,2028,NA,9,NA,3321,NA,37,NA,104,NA,0,NA,0,NA,98.67248590652846
200709,2007-09-01,2007,S92000003,S08000015,A207H,Minor Injury Unit or Other,78,NA,z,78,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000015,A210H,Emergency Department,3270,3270,NA,3157,3157,NA,1177,NA,0,NA,1937,NA,83,NA,73,NA,0,NA,0,NA,96.54434250764527
200709,2007-09-01,2007,S92000003,S08000016,B103H,Minor Injury Unit or Other,19,NA,z,19,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000016,B105H,Minor Injury Unit or Other,106,NA,z,106,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000016,B114H,Minor Injury Unit or Other,31,NA,z,31,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000016,B118H,Minor Injury Unit or Other,87,NA,z,87,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000016,B120H,Emergency Department,2028,2028,NA,2016,2016,NA,596,NA,0,NA,1208,NA,13,NA,211,NA,0,NA,0,NA,99.40828402366864
200709,2007-09-01,2007,S92000003,S08000017,Y101H,Minor Injury Unit or Other,59,NA,z,59,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000017,Y106H,Minor Injury Unit or Other,44,NA,z,44,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000017,Y109H,Minor Injury Unit or Other,12,NA,z,12,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000017,Y110H,Minor Injury Unit or Other,63,NA,z,63,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000017,Y144H,Emergency Department,1064,NA,z,1046,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.30827067669173
200709,2007-09-01,2007,S92000003,S08000017,Y146H,Emergency Department,2909,2909,NA,2835,2835,NA,982,NA,5,NA,1872,NA,8,NA,42,NA,0,NA,0,NA,97.45617050532829
200709,2007-09-01,2007,S92000003,S08000029,F704H,Emergency Department,3837,3837,NA,3646,3646,NA,612,NA,104,NA,2958,NA,41,NA,122,NA,12,NA,1,NA,95.0221527234819
200709,2007-09-01,2007,S92000003,S08000029,F708H,Minor Injury Unit or Other,147,NA,z,147,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000029,F709H,Minor Injury Unit or Other,309,NA,z,308,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.67637540453075
200709,2007-09-01,2007,S92000003,S08000029,F805H,Emergency Department,3393,3393,NA,3289,3289,NA,753,NA,137,NA,2422,NA,21,NA,60,NA,3,NA,1,NA,96.93486590038314
200709,2007-09-01,2007,S92000003,S08000019,V102H,Minor Injury Unit or Other,1813,1813,NA,1808,1808,NA,0,NA,0,NA,1283,NA,225,NA,305,NA,0,NA,0,NA,99.72421400992829
200709,2007-09-01,2007,S92000003,S08000019,V201H,Emergency Department,4301,4301,NA,4012,4012,NA,1125,NA,7,NA,2544,NA,37,NA,588,NA,10,NA,0,NA,93.2806324110672
200709,2007-09-01,2007,S92000003,S08000020,N101H,Emergency Department,5246,5246,NA,5038,5038,NA,1199,NA,21,NA,3918,NA,74,NA,34,NA,16,NA,4,NA,96.03507434235608
200709,2007-09-01,2007,S92000003,S08000020,N121H,Emergency Department,1486,1486,NA,1480,1480,NA,375,NA,0,NA,1107,NA,4,NA,0,NA,0,NA,0,NA,99.59623149394348
200709,2007-09-01,2007,S92000003,S08000020,N151H,Minor Injury Unit or Other,89,NA,z,89,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N331H,Minor Injury Unit or Other,64,NA,z,64,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N332H,Minor Injury Unit or Other,70,NA,z,70,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N333H,Minor Injury Unit or Other,1108,NA,z,1107,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.90974729241877
200709,2007-09-01,2007,S92000003,S08000020,N334H,Minor Injury Unit or Other,845,NA,z,842,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.64497041420118
200709,2007-09-01,2007,S92000003,S08000020,N335H,Minor Injury Unit or Other,259,NA,z,259,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N336H,Minor Injury Unit or Other,185,NA,z,185,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N337H,Minor Injury Unit or Other,343,NA,z,343,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N411H,Emergency Department,1963,1963,NA,1838,1838,NA,482,NA,8,NA,1412,NA,19,NA,42,NA,6,NA,1,NA,93.63219561895059
200709,2007-09-01,2007,S92000003,S08000020,N431H,Minor Injury Unit or Other,76,NA,z,76,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N432H,Minor Injury Unit or Other,31,NA,z,31,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N433H,Minor Injury Unit or Other,106,NA,z,106,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N434H,Minor Injury Unit or Other,74,NA,z,74,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N451H,Minor Injury Unit or Other,39,NA,z,39,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000020,N494H,Minor Injury Unit or Other,139,139,NA,139,139,NA,0,NA,0,NA,121,NA,18,NA,0,NA,0,NA,0,NA,100
200709,2007-09-01,2007,S92000003,S08000031,C206H,Minor Injury Unit or Other,1224,1224,NA,1218,1218,NA,321,NA,1,NA,789,NA,99,NA,14,NA,0,NA,0,NA,99.50980392156863
200709,2007-09-01,2007,S92000003,S08000031,C313H,Emergency Department,2616,2616,NA,2581,2581,NA,547,NA,5,NA,1883,NA,24,NA,157,NA,0,NA,0,NA,98.66207951070336
200709,2007-09-01,2007,S92000003,S08000031,C418H,Emergency Department,5690,5690,NA,5481,5481,NA,1616,NA,14,NA,3679,NA,69,NA,312,NA,7,NA,0,NA,96.32688927943761
200709,2007-09-01,2007,S92000003,S08000031,G107H,Emergency Department,6032,6032,NA,5631,5631,NA,1765,NA,14,NA,3812,NA,135,NA,306,NA,18,NA,4,NA,93.35212201591511
200709,2007-09-01,2007,S92000003,S08000031,G207H,Emergency Department,3410,3410,NA,3262,3262,NA,951,NA,0,NA,2289,NA,40,NA,130,NA,3,NA,0,NA,95.65982404692082
200709,2007-09-01,2007,S92000003,S08000031,G306H,Emergency Department,5838,5838,NA,5712,5712,NA,1535,NA,19,NA,4067,NA,136,NA,81,NA,1,NA,0,NA,97.84172661870504
200709,2007-09-01,2007,S92000003,S08000031,G405H,Emergency Department,4043,4043,NA,3854,3854,NA,1172,NA,6,NA,2745,NA,26,NA,94,NA,3,NA,0,NA,95.32525352461045
200709,2007-09-01,2007,S92000003,S08000031,G513H,Emergency Department,3168,3168,NA,3123,3123,NA,519,NA,0,NA,2641,NA,1,NA,7,NA,1,NA,1,NA,98.57954545454545
200709,2007-09-01,2007,S92000003,S08000031,G516H,Emergency Department,4848,4848,NA,4524,4524,NA,1509,NA,8,NA,2917,NA,140,NA,274,NA,15,NA,3,NA,93.31683168316832
200709,2007-09-01,2007,S92000003,S08000022,C103B,Minor Injury Unit or Other,541,NA,z,537,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.26062846580407
200709,2007-09-01,2007,S92000003,S08000022,C106H,Minor Injury Unit or Other,554,NA,z,554,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000022,C108H,Minor Injury Unit or Other,77,NA,z,75,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.40259740259741
200709,2007-09-01,2007,S92000003,S08000022,C110H,Minor Injury Unit or Other,266,NA,z,264,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.24812030075188
200709,2007-09-01,2007,S92000003,S08000022,C113H,Minor Injury Unit or Other,386,NA,z,382,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.96373056994818
200709,2007-09-01,2007,S92000003,S08000022,C117J,Minor Injury Unit or Other,35,NA,z,34,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.14285714285714
200709,2007-09-01,2007,S92000003,S08000022,C121H,Emergency Department,557,NA,z,552,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.10233393177738
200709,2007-09-01,2007,S92000003,S08000022,H101H,Minor Injury Unit or Other,204,NA,z,204,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000022,H103H,Emergency Department,478,NA,z,475,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.3723849372385
200709,2007-09-01,2007,S92000003,S08000022,H106H,Minor Injury Unit or Other,43,NA,z,43,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000022,H202H,Emergency Department,2611,2611,NA,2556,2556,NA,576,NA,21,NA,2013,NA,1,NA,0,NA,1,NA,0,NA,97.89352738414401
200709,2007-09-01,2007,S92000003,S08000022,H208H,Minor Injury Unit or Other,237,NA,z,236,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.57805907172997
200709,2007-09-01,2007,S92000003,S08000022,H210H,Minor Injury Unit or Other,122,NA,z,122,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000022,H212H,Emergency Department,761,NA,z,749,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.42312746386334
200709,2007-09-01,2007,S92000003,S08000022,H214H,Minor Injury Unit or Other,244,NA,z,237,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.1311475409836
200709,2007-09-01,2007,S92000003,S08000022,H215H,Minor Injury Unit or Other,117,NA,z,116,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.14529914529915
200709,2007-09-01,2007,S92000003,S08000022,H217H,Minor Injury Unit or Other,196,NA,z,196,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000022,H219H,Minor Injury Unit or Other,76,NA,z,75,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.68421052631578
200709,2007-09-01,2007,S92000003,S08000022,H227B,Minor Injury Unit or Other,123,NA,z,123,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000032,L106H,Emergency Department,5495,5495,NA,5384,5384,NA,1515,NA,2,NA,3954,NA,12,NA,12,NA,4,NA,0,NA,97.97998180163785
200709,2007-09-01,2007,S92000003,S08000032,L206H,Minor Injury Unit or Other,161,NA,z,161,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000032,L207H,Minor Injury Unit or Other,228,NA,z,228,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000032,L302H,Emergency Department,4752,4752,NA,4530,4530,NA,984,NA,7,NA,3710,NA,17,NA,34,NA,50,NA,27,NA,95.32828282828282
200709,2007-09-01,2007,S92000003,S08000032,L308H,Emergency Department,5511,5511,NA,5420,5420,NA,1303,NA,7,NA,4162,NA,20,NA,19,NA,5,NA,0,NA,98.34875703139177
200709,2007-09-01,2007,S92000003,S08000024,S116H,Minor Injury Unit or Other,3001,3001,NA,2785,2785,NA,874,NA,2,NA,2125,NA,0,NA,0,NA,11,NA,1,NA,92.80239920026658
200709,2007-09-01,2007,S92000003,S08000024,S308H,Emergency Department,3999,3999,NA,3937,3937,NA,719,NA,7,NA,2943,NA,106,NA,224,NA,2,NA,0,NA,98.44961240310077
200709,2007-09-01,2007,S92000003,S08000024,S314H,Emergency Department,8887,8887,NA,8229,8229,NA,2786,NA,21,NA,5882,NA,198,NA,0,NA,27,NA,1,NA,92.5959266344098
200709,2007-09-01,2007,S92000003,S08000024,S319H,Emergency Department,2902,2902,NA,2880,2880,NA,435,NA,1,NA,2466,NA,0,NA,0,NA,0,NA,0,NA,99.24190213645761
200709,2007-09-01,2007,S92000003,S08000025,R103H,Minor Injury Unit or Other,242,NA,z,242,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000026,Z102H,Emergency Department,713,713,NA,691,691,NA,138,NA,2,NA,537,NA,3,NA,33,NA,3,NA,2,NA,96.91444600280505
200709,2007-09-01,2007,S92000003,S08000030,T101H,Emergency Department,4113,4113,NA,4086,4086,NA,943,NA,13,NA,3053,NA,22,NA,82,NA,0,NA,0,NA,99.34354485776805
200709,2007-09-01,2007,S92000003,S08000030,T202H,Emergency Department,2142,2142,NA,2118,2118,NA,369,NA,6,NA,1552,NA,55,NA,160,NA,1,NA,0,NA,98.8795518207283
200709,2007-09-01,2007,S92000003,S08000030,T208H,Minor Injury Unit or Other,57,57,NA,57,57,NA,0,NA,0,NA,57,NA,0,NA,0,NA,0,NA,0,NA,100
200709,2007-09-01,2007,S92000003,S08000030,T209H,Minor Injury Unit or Other,170,170,NA,170,170,NA,4,NA,0,NA,166,NA,0,NA,0,NA,0,NA,0,NA,100
200709,2007-09-01,2007,S92000003,S08000030,T304H,Minor Injury Unit or Other,783,783,NA,782,782,NA,10,NA,0,NA,730,NA,43,NA,0,NA,0,NA,0,NA,99.87228607918263
200709,2007-09-01,2007,S92000003,S08000030,T305H,Minor Injury Unit or Other,164,164,NA,164,164,NA,3,NA,0,NA,161,NA,0,NA,0,NA,0,NA,0,NA,100
200709,2007-09-01,2007,S92000003,S08000030,T319H,Minor Injury Unit or Other,434,434,NA,432,432,NA,10,NA,0,NA,423,NA,1,NA,0,NA,0,NA,0,NA,99.53917050691244
200709,2007-09-01,2007,S92000003,S08000030,T357C,Minor Injury Unit or Other,375,375,NA,375,375,NA,22,NA,0,NA,343,NA,10,NA,0,NA,0,NA,0,NA,100
200709,2007-09-01,2007,S92000003,S08000028,W106H,Minor Injury Unit or Other,16,NA,z,16,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200709,2007-09-01,2007,S92000003,S08000028,W107H,Emergency Department,689,689,NA,664,664,NA,172,NA,0,NA,493,NA,1,NA,23,NA,0,NA,0,NA,96.37155297532655
200709,2007-09-01,2007,S92000003,S08000028,W108H,Minor Injury Unit or Other,106,NA,z,106,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000015,A101H,Minor Injury Unit or Other,165,NA,z,165,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000015,A110H,Minor Injury Unit or Other,74,NA,z,74,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000015,A111H,Emergency Department,5481,5481,NA,5374,5374,NA,2038,NA,13,NA,3292,NA,44,NA,94,NA,3,NA,1,NA,98.04780149607735
200710,2007-10-01,2007,S92000003,S08000015,A207H,Minor Injury Unit or Other,83,NA,z,83,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000015,A210H,Emergency Department,3452,3452,NA,3304,3304,NA,1275,NA,0,NA,2033,NA,78,NA,66,NA,1,NA,0,NA,95.71263035921204
200710,2007-10-01,2007,S92000003,S08000016,B103H,Minor Injury Unit or Other,13,NA,z,13,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000016,B105H,Minor Injury Unit or Other,88,NA,z,88,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000016,B114H,Minor Injury Unit or Other,26,NA,z,26,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000016,B118H,Minor Injury Unit or Other,96,NA,z,96,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000016,B120H,Emergency Department,1912,1912,NA,1895,1895,NA,639,NA,3,NA,1056,NA,20,NA,194,NA,0,NA,0,NA,99.11087866108787
200710,2007-10-01,2007,S92000003,S08000017,Y101H,Minor Injury Unit or Other,63,NA,z,63,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000017,Y106H,Minor Injury Unit or Other,51,NA,z,51,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000017,Y109H,Minor Injury Unit or Other,13,NA,z,13,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000017,Y110H,Minor Injury Unit or Other,61,NA,z,61,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000017,Y144H,Emergency Department,913,NA,z,890,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.48083242059145
200710,2007-10-01,2007,S92000003,S08000017,Y146H,Emergency Department,2760,2760,NA,2724,2724,NA,924,NA,4,NA,1765,NA,19,NA,48,NA,1,NA,0,NA,98.69565217391305
200710,2007-10-01,2007,S92000003,S08000029,F704H,Emergency Department,3726,3726,NA,3629,3629,NA,635,NA,158,NA,2831,NA,35,NA,67,NA,1,NA,0,NA,97.39667203435319
200710,2007-10-01,2007,S92000003,S08000029,F708H,Minor Injury Unit or Other,149,NA,z,149,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000029,F709H,Minor Injury Unit or Other,319,NA,z,319,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200710,2007-10-01,2007,S92000003,S08000029,F805H,Emergency Department,3358,3358,NA,3275,3275,NA,680,NA,169,NA,2444,NA,29,NA,36,NA,3,NA,0,NA,97.52829064919595
200710,2007-10-01,2007,S92000003,S08000019,V102H,Minor Injury Unit or Other,1812,1812,NA,1810,1810,NA,0,NA,0,NA,1295,NA,207,NA,310,NA,0,NA,0,NA,99.8896247240618
